shipment_id,from_city,to_city,distance_km,weight_kg,volume_m3,cargo_type,carrier,cost_rub,base_cost_per_km,date,status,delivery_days,carrier_reliability,cargo_fragility,customer_id,customer_segment,insurance,insurance_cost,fuel_surcharge,priority,payment_method,has_return,return_cost
748,Санкт-Петербург,Екатеринбург,2200,628,0.44,Продукты,Энергия,56739.81,21.74,2023-03-04,Доставлен,4.0,0.96,0.6,8850,C,True,0.0,4638.33,Супер-экспресс,Постоплата,False,0.0
749,Санкт-Петербург,Москва,710,745,0.22,Электроника,ПЭК,37460.4,35.71,2023-11-11,Доставлен,3.0,0.92,0.8,6536,B,False,749.21,4916.6,Стандарт,Предоплата,False,0.0
750,Красноярск,Уфа,2313,3878,2.71,Продукты,ЖДД,141976.58,48.44,2023-12-04,Доставлен,2.0,0.98,0.6,9423,C,True,0.0,20922.73,Супер-экспресс,50/50,False,0.0
751,Санкт-Петербург,Новосибирск,2922,1272,3.18,Стройматериалы,ЖДД,76271.69,41.33,2023-02-04,Задержан,,0.98,0.1,8131,B,True,1525.43,7413.7,Супер-экспресс,50/50,False,61017.35
752,Москва,Новосибирск,2800,3844,1.92,Медицина,Ратэк,140897.58,29.63,2023-10-26,Доставлен,5.0,0.91,0.9,1486,C,True,2817.95,9307.39,Супер-экспресс,Постоплата,False,0.0
753,Екатеринбург,Санкт-Петербург,1162,3997,2.0,Медицина,Мэйджор,51770.95,15.29,2023-10-05,Доставлен,3.0,0.99,0.9,3682,B,False,1035.42,3683.13,Экспресс,50/50,False,0.0
754,Москва,Красноярск,1483,3231,2.26,Продукты,Ратэк,40870.79,19.83,2023-09-19,Доставлен,2.0,0.91,0.6,9243,A,True,0.0,5019.36,Супер-экспресс,Постоплата,False,32696.63
755,Санкт-Петербург,Самара,2566,2150,2.58,Автозапчасти,ПЭК,118797.67,39.03,2023-03-06,Доставлен,5.0,0.92,0.4,1227,C,True,0.0,13398.57,Супер-экспресс,Постоплата,False,0.0
756,Самара,Ростов-на-Дону,2588,395,0.99,Стройматериалы,Байкал Сервис,70346.53,36.99,2023-07-12,Доставлен,4.0,0.93,0.1,4440,B,True,0.0,9068.64,Супер-экспресс,Постоплата,False,0.0
757,Санкт-Петербург,Красноярск,2969,3770,1.51,Одежда,ЖДД,125310.48,40.01,2024-01-28,Доставлен,6.0,0.98,0.2,5507,C,True,0.0,10973.87,Супер-экспресс,Предоплата,False,0.0
758,Москва,Уфа,396,3572,2.14,Канцелярия,Грузовоз,18491.85,35.14,2023-04-21,Ожидает отправки,,0.9,0.3,7290,A,True,0.0,2157.28,Экспресс,Предоплата,False,0.0
759,Новосибирск,Ростов-на-Дону,2357,4627,3.24,Продукты,ПЭК,81482.66,25.68,2023-01-03,Доставлен,4.0,0.92,0.6,5783,C,True,0.0,5581.3,Экспресс,Постоплата,False,0.0
760,Омск,Санкт-Петербург,2857,3574,1.79,Медицина,Байкал Сервис,124724.67,24.94,2023-06-05,Доставлен,5.0,0.93,0.9,3786,C,False,2494.49,16267.99,Стандарт,Предоплата,True,0.0
761,Москва,Уфа,545,743,0.89,Автозапчасти,Мэйджор,26796.28,34.29,2023-08-20,Доставлен,1.0,0.99,0.4,3082,B,False,0.0,2798.02,Супер-экспресс,50/50,False,0.0
762,Казань,Красноярск,2974,3909,1.17,Электроника,Ратэк,198115.53,38.25,2023-10-13,Доставлен,6.0,0.91,0.8,3690,C,False,3962.31,10551.16,Супер-экспресс,50/50,False,0.0
763,Екатеринбург,Красноярск,2858,776,1.94,Стройматериалы,Ратэк,84445.33,42.5,2023-07-22,В пути,,0.91,0.1,1378,B,True,0.0,5165.77,Экспресс,50/50,False,0.0
764,Новосибирск,Самара,1553,2441,1.22,Медицина,Байкал Сервис,144054.49,46.73,2023-04-24,В пути,,0.93,0.9,2364,B,False,2881.09,10400.27,Супер-экспресс,Предоплата,False,0.0
765,Москва,Омск,439,2576,0.77,Электроника,Энергия,48307.33,43.6,2023-03-17,Доставлен,1.0,0.96,0.8,2103,C,False,966.15,4916.76,Экспресс,Предоплата,False,0.0
766,Санкт-Петербург,Нижний Новгород,777,3630,3.27,Мебель,Грузовоз,46803.67,43.4,2024-01-03,Доставлен,1.0,0.9,0.5,8618,A,False,936.07,3223.88,Супер-экспресс,50/50,False,0.0
767,Ростов-на-Дону,Екатеринбург,2492,2215,1.55,Продукты,Грузовоз,60957.33,24.07,2023-08-26,Доставлен,4.0,0.9,0.6,3050,B,True,0.0,5803.26,Супер-экспресс,Предоплата,True,0.0
768,Омск,Казань,770,1851,1.11,Канцелярия,ЖДД,31619.04,40.51,2023-03-30,Доставлен,2.0,0.98,0.3,4574,B,True,0.0,2349.18,Стандарт,50/50,False,0.0
769,Москва,Новосибирск,2800,2749,3.3,Автозапчасти,ПЭК,124701.07,42.41,2023-05-01,В пути,,0.92,0.4,5146,A,True,0.0,18627.77,Супер-экспресс,50/50,False,0.0
770,Казань,Новосибирск,636,4831,1.93,Одежда,Деловые Линии,26099.95,28.92,2023-08-06,Доставлен,2.0,0.95,0.2,2514,A,False,0.0,3101.08,Экспресс,50/50,False,0.0
771,Нижний Новгород,Екатеринбург,2637,959,0.38,Игрушки,Деловые Линии,42838.06,15.21,2023-05-31,В пути,,0.95,0.4,1022,A,True,0.0,3925.34,Экспресс,Предоплата,False,0.0
772,Екатеринбург,Новосибирск,1500,4126,1.65,Игрушки,Деловые Линии,65698.13,28.19,2023-01-26,Доставлен,2.0,0.95,0.4,3817,C,False,1313.96,8258.79,Супер-экспресс,Постоплата,False,0.0
773,Москва,Уфа,2836,97,0.05,Медицина,ПЭК,67976.21,17.8,2023-03-28,Доставлен,5.0,0.92,0.9,1939,B,True,1359.52,6863.02,Супер-экспресс,Предоплата,False,0.0
774,Санкт-Петербург,Екатеринбург,2200,402,0.48,Автозапчасти,Деловые Линии,102871.21,47.69,2023-05-24,Доставлен,3.0,0.95,0.4,1705,C,True,0.0,14434.79,Экспресс,Постоплата,True,0.0
775,Ростов-на-Дону,Уфа,474,2677,0.8,Электроника,Байкал Сервис,48879.81,48.76,2023-10-23,Доставлен,3.0,0.93,0.8,5094,B,True,0.0,4786.49,Экспресс,Постоплата,False,0.0
776,Екатеринбург,Новосибирск,1500,3958,3.56,Мебель,Энергия,63149.5,21.5,2023-10-17,Доставлен,1.0,0.96,0.5,6203,C,False,0.0,4776.96,Экспресс,Постоплата,False,0.0
777,Новосибирск,Самара,1772,4690,1.88,Игрушки,Мэйджор,133360.26,42.08,2023-06-13,Задержан,,0.99,0.4,9231,C,False,2667.21,12173.8,Супер-экспресс,50/50,False,0.0
778,Уфа,Ростов-на-Дону,1943,469,0.42,Мебель,Мэйджор,53748.31,16.28,2023-01-22,Доставлен,4.0,0.99,0.5,3267,C,False,0.0,7573.33,Экспресс,Постоплата,False,0.0
779,Москва,Казань,800,140,0.1,Продукты,ЖДД,13292.3,18.14,2023-02-05,Доставлен,2.0,0.98,0.6,8605,B,False,265.85,872.94,Экспресс,Постоплата,False,0.0
780,Красноярск,Челябинск,1840,244,0.22,Мебель,Грузовоз,37371.0,18.21,2023-04-23,Доставлен,2.0,0.9,0.5,4441,B,False,0.0,2997.83,Стандарт,50/50,True,0.0
781,Омск,Нижний Новгород,2485,55,0.14,Стройматериалы,Грузовоз,31064.56,19.21,2023-03-16,Доставлен,6.0,0.9,0.1,3308,C,False,0.0,1687.6,Экспресс,50/50,False,0.0
782,Москва,Казань,800,3134,2.19,Продукты,Ратэк,36973.3,36.39,2023-04-05,Доставлен,1.0,0.91,0.6,8863,C,False,739.47,2797.92,Экспресс,Постоплата,True,0.0
783,Казань,Челябинск,1302,4696,2.82,Канцелярия,Ратэк,80364.11,48.16,2023-03-30,Доставлен,3.0,0.91,0.3,9123,B,True,0.0,9390.3,Экспресс,50/50,False,0.0
784,Санкт-Петербург,Омск,2401,3888,3.5,Мебель,Деловые Линии,124624.82,34.43,2023-09-28,Доставлен,3.0,0.95,0.5,1715,A,False,2492.5,18436.89,Экспресс,50/50,False,0.0
785,Нижний Новгород,Москва,1090,2021,0.81,Одежда,Энергия,40343.46,26.5,2023-03-13,Доставлен,1.0,0.96,0.2,4073,C,True,0.0,3820.1,Экспресс,50/50,False,0.0
786,Ростов-на-Дону,Челябинск,558,310,0.78,Стройматериалы,Грузовоз,17055.93,43.89,2023-01-01,Доставлен,1.0,0.9,0.1,1770,C,True,0.0,1442.1,Стандарт,Предоплата,False,0.0
787,Самара,Челябинск,2883,543,0.16,Электроника,Байкал Сервис,75349.03,18.9,2023-09-16,Доставлен,5.0,0.93,0.8,9318,B,True,1506.98,5693.48,Супер-экспресс,Предоплата,False,60279.22
788,Новосибирск,Екатеринбург,1041,2889,1.16,Игрушки,ПЭК,54185.05,42.8,2023-12-03,Доставлен,3.0,0.92,0.4,3431,A,False,1083.7,8123.34,Стандарт,Постоплата,False,0.0
789,Санкт-Петербург,Самара,2866,3886,3.5,Мебель,Байкал Сервис,208716.17,47.99,2023-07-29,Доставлен,3.0,0.93,0.5,6372,A,False,0.0,12732.13,Экспресс,50/50,False,0.0
790,Ростов-на-Дону,Самара,843,210,0.53,Стройматериалы,ЖДД,16315.36,27.93,2023-07-12,В пути,,0.98,0.1,6726,B,True,0.0,1359.34,Стандарт,Предоплата,False,0.0
791,Казань,Омск,2404,234,0.21,Мебель,Байкал Сервис,92131.79,32.86,2023-01-20,Ожидает отправки,,0.93,0.5,4993,B,False,0.0,13256.77,Экспресс,50/50,False,73705.43
792,Нижний Новгород,Казань,2911,1712,1.03,Канцелярия,Энергия,147336.9,47.78,2023-01-29,Доставлен,5.0,0.96,0.3,8842,A,False,0.0,20338.55,Экспресс,Постоплата,False,0.0
793,Санкт-Петербург,Москва,710,903,0.45,Медицина,Байкал Сервис,46193.0,42.52,2023-09-29,Доставлен,2.0,0.93,0.9,4850,B,False,0.0,6363.18,Экспресс,Предоплата,False,0.0
794,Москва,Ростов-на-Дону,1794,914,0.82,Мебель,Ратэк,79124.22,39.09,2023-01-08,В пути,,0.91,0.5,7911,A,False,0.0,8339.9,Стандарт,Постоплата,False,0.0
795,Москва,Ростов-на-Дону,654,1942,0.58,Электроника,Мэйджор,44817.31,34.42,2023-12-03,Доставлен,1.0,0.99,0.8,1066,B,False,0.0,5337.81,Экспресс,Предоплата,False,0.0
796,Казань,Уфа,1568,1615,1.78,Химия,Деловые Линии,44386.76,18.88,2023-07-31,Доставлен,3.0,0.95,0.7,2834,C,True,0.0,3313.4,Стандарт,Предоплата,True,0.0
797,Ростов-на-Дону,Красноярск,2548,1284,0.51,Одежда,ЖДД,47751.13,24.73,2023-07-25,Доставлен,6.0,0.98,0.2,3612,C,False,0.0,2896.65,Экспресс,Постоплата,False,0.0
798,Москва,Ростов-на-Дону,2872,3175,7.94,Стройматериалы,ПЭК,54708.23,24.67,2023-04-07,Доставлен,3.0,0.92,0.1,5282,B,False,1094.16,5882.77,Экспресс,Постоплата,False,0.0
799,Москва,Нижний Новгород,400,4803,5.76,Автозапчасти,Энергия,41959.56,49.4,2023-09-19,Доставлен,1.0,0.96,0.4,6439,A,False,0.0,5765.68,Стандарт,Предоплата,False,0.0
800,Казань,Уфа,1893,2666,6.67,Стройматериалы,ЖДД,51065.28,35.33,2023-07-29,В пути,,0.98,0.1,5740,C,False,0.0,4835.75,Экспресс,Постоплата,False,0.0
801,Москва,Самара,3085,4866,4.38,Мебель,Ратэк,120288.34,27.88,2023-02-05,Доставлен,3.0,0.91,0.5,4904,B,False,2405.77,12604.06,Экспресс,Постоплата,False,96230.67
802,Москва,Ростов-на-Дону,1126,599,0.18,Электроника,Грузовоз,47835.86,29.37,2023-10-10,Доставлен,3.0,0.9,0.8,4877,A,False,0.0,5194.09,Стандарт,Постоплата,False,0.0
803,Москва,Самара,1562,3860,3.47,Мебель,Байкал Сервис,120646.57,49.28,2023-11-24,Доставлен,3.0,0.93,0.5,9287,A,True,0.0,10207.09,Экспресс,Предоплата,False,0.0
804,Москва,Самара,723,372,0.19,Медицина,ЖДД,31662.04,35.32,2023-04-26,Доставлен,2.0,0.98,0.9,9514,B,False,0.0,1629.87,Экспресс,50/50,False,0.0
805,Москва,Омск,2055,1356,1.22,Мебель,Деловые Линии,91657.91,37.16,2024-01-24,Доставлен,2.0,0.95,0.5,7908,C,False,0.0,8573.39,Стандарт,Постоплата,False,0.0
806,Екатеринбург,Красноярск,1424,2071,5.18,Стройматериалы,ЖДД,55836.75,47.74,2023-05-24,Доставлен,2.0,0.98,0.1,7058,A,False,0.0,5737.45,Стандарт,50/50,False,0.0
807,Екатеринбург,Самара,1186,2399,6.0,Стройматериалы,ПЭК,22851.21,21.46,2023-10-10,Ожидает отправки,,0.92,0.1,3679,A,True,0.0,3261.34,Экспресс,Предоплата,False,18280.97
808,Москва,Санкт-Петербург,710,2904,2.61,Мебель,ПЭК,30957.9,27.0,2023-07-25,Доставлен,3.0,0.92,0.5,5284,B,False,0.0,2106.62,Экспресс,Постоплата,False,0.0
809,Санкт-Петербург,Москва,710,3206,8.02,Стройматериалы,Ратэк,31540.67,45.99,2023-02-13,Доставлен,3.0,0.91,0.1,1517,C,True,630.81,3713.2,Стандарт,Предоплата,True,0.0
810,Москва,Новосибирск,2800,1062,0.74,Продукты,Грузовоз,62170.24,23.91,2023-01-08,Доставлен,7.0,0.9,0.6,7095,A,False,0.0,5623.66,Стандарт,50/50,False,0.0
811,Новосибирск,Самара,1186,245,0.1,Одежда,Деловые Линии,25001.12,19.03,2023-04-20,Доставлен,3.0,0.95,0.2,8343,A,True,0.0,2065.09,Супер-экспресс,Постоплата,False,0.0
812,Нижний Новгород,Казань,1669,2390,1.67,Продукты,ПЭК,47658.59,23.61,2023-08-26,Доставлен,3.0,0.92,0.6,3665,A,False,0.0,2929.71,Супер-экспресс,Предоплата,False,0.0
813,Москва,Уфа,523,492,0.54,Химия,Грузовоз,27437.99,41.55,2023-12-15,Доставлен,2.0,0.9,0.7,9397,A,True,0.0,3711.78,Экспресс,Предоплата,False,0.0
814,Красноярск,Казань,2735,916,0.82,Мебель,Энергия,184095.75,49.85,2023-12-03,Ожидает отправки,,0.96,0.5,2827,C,False,0.0,9995.19,Экспресс,50/50,False,0.0
815,Казань,Ростов-на-Дону,2366,4710,1.41,Электроника,Ратэк,86474.98,22.82,2023-06-07,Доставлен,3.0,0.91,0.8,5300,A,False,0.0,7764.62,Стандарт,Постоплата,False,0.0
816,Москва,Санкт-Петербург,710,2910,2.62,Мебель,Байкал Сервис,42008.19,35.21,2023-12-02,Доставлен,1.0,0.93,0.5,9277,B,False,0.0,3303.66,Супер-экспресс,Постоплата,False,0.0
817,Москва,Ростов-на-Дону,409,3167,0.95,Электроника,Ратэк,29037.48,36.73,2024-01-22,Доставлен,2.0,0.91,0.8,3012,C,False,0.0,4304.78,Супер-экспресс,Постоплата,False,0.0
818,Санкт-Петербург,Омск,415,2192,0.88,Одежда,Ратэк,11866.92,24.46,2023-06-03,Доставлен,1.0,0.91,0.2,9314,C,False,237.34,1642.98,Супер-экспресс,Постоплата,True,0.0
819,Новосибирск,Ростов-на-Дону,1643,4302,3.87,Мебель,Грузовоз,69077.66,26.53,2023-05-22,Доставлен,3.0,0.9,0.5,3304,C,False,1381.55,9696.73,Экспресс,50/50,False,0.0
820,Казань,Самара,1234,629,0.38,Канцелярия,Деловые Линии,38425.44,30.21,2023-01-15,Ожидает отправки,,0.95,0.3,4461,C,True,768.51,3177.56,Стандарт,Постоплата,False,0.0
821,Москва,Самара,1427,175,0.07,Игрушки,Мэйджор,82647.85,46.57,2023-02-22,В пути,,0.99,0.4,4375,A,False,1652.96,7723.6,Экспресс,Предоплата,False,0.0
822,Санкт-Петербург,Казань,462,4571,4.11,Мебель,Энергия,38229.92,35.55,2023-08-01,Доставлен,3.0,0.96,0.5,5636,C,False,0.0,4610.15,Экспресс,50/50,False,0.0
823,Москва,Санкт-Петербург,710,3256,8.14,Стройматериалы,Энергия,38133.91,41.97,2024-01-01,Доставлен,1.0,0.96,0.1,3712,A,True,0.0,2400.0,Стандарт,Предоплата,False,0.0
824,Самара,Ростов-на-Дону,1352,4870,2.44,Медицина,ЖДД,106315.77,45.9,2023-10-13,Доставлен,1.0,0.98,0.9,4844,B,False,0.0,9689.6,Экспресс,50/50,False,85052.62
825,Москва,Новосибирск,2800,3078,1.23,Игрушки,ЖДД,110968.76,35.91,2023-12-13,Доставлен,7.0,0.98,0.4,5122,C,False,0.0,15877.85,Стандарт,Постоплата,False,0.0
826,Москва,Санкт-Петербург,710,1658,1.99,Автозапчасти,Деловые Линии,36971.64,44.62,2023-01-27,Доставлен,1.0,0.95,0.4,2781,A,False,0.0,2425.87,Супер-экспресс,50/50,False,0.0
827,Санкт-Петербург,Новосибирск,2942,2897,2.61,Мебель,Ратэк,204154.94,48.41,2023-04-22,Доставлен,6.0,0.91,0.5,1870,C,True,0.0,26982.01,Стандарт,Постоплата,False,0.0
828,Москва,Казань,800,1258,0.75,Канцелярия,Мэйджор,32438.03,30.35,2024-01-15,Доставлен,3.0,0.99,0.3,6781,A,True,648.76,3396.19,Экспресс,Предоплата,True,0.0
829,Москва,Екатеринбург,1800,4336,2.6,Канцелярия,Энергия,148116.6,49.17,2024-01-15,Доставлен,2.0,0.96,0.3,3191,B,True,0.0,21931.49,Супер-экспресс,Постоплата,False,118493.28
830,Москва,Уфа,2886,1700,1.53,Мебель,Деловые Линии,196775.08,49.67,2023-02-28,Доставлен,7.0,0.95,0.5,9862,C,False,0.0,12585.32,Супер-экспресс,50/50,False,0.0
831,Екатеринбург,Москва,1800,95,0.07,Продукты,ПЭК,49340.14,23.13,2024-01-28,Доставлен,3.0,0.92,0.6,6085,C,True,0.0,6005.59,Супер-экспресс,Постоплата,False,0.0
832,Самара,Казань,1310,1131,0.45,Игрушки,Грузовоз,66549.25,48.92,2023-05-28,Доставлен,1.0,0.9,0.4,6191,B,False,1330.99,3799.57,Экспресс,Постоплата,False,0.0
833,Москва,Санкт-Петербург,710,3368,3.03,Мебель,Байкал Сервис,38989.99,33.67,2023-12-09,Доставлен,1.0,0.93,0.5,9413,B,True,779.8,2174.33,Супер-экспресс,Постоплата,False,0.0
834,Санкт-Петербург,Самара,1214,286,0.17,Канцелярия,Грузовоз,36588.45,32.85,2023-08-19,Ожидает отправки,,0.9,0.3,6890,A,False,0.0,4443.0,Стандарт,50/50,False,0.0
835,Екатеринбург,Санкт-Петербург,1276,3957,1.98,Медицина,Деловые Линии,46836.04,15.75,2023-08-14,Доставлен,3.0,0.95,0.9,7722,C,True,0.0,5602.9,Супер-экспресс,Постоплата,False,37468.83
836,Нижний Новгород,Казань,2556,2635,0.79,Электроника,ЖДД,163385.89,46.51,2023-02-28,Доставлен,4.0,0.98,0.8,3080,B,False,3267.72,12391.37,Экспресс,Предоплата,False,0.0
837,Омск,Москва,689,2089,5.22,Стройматериалы,Грузовоз,16906.58,32.98,2023-11-01,Доставлен,1.0,0.9,0.1,6039,B,False,338.13,2207.51,Супер-экспресс,50/50,False,0.0
838,Екатеринбург,Казань,2975,668,0.47,Продукты,Байкал Сервис,114397.09,32.78,2023-04-11,Доставлен,4.0,0.93,0.6,5257,B,True,0.0,7545.4,Экспресс,50/50,True,0.0
839,Новосибирск,Красноярск,800,3243,8.11,Стройматериалы,Деловые Линии,32630.6,38.25,2023-10-23,Ожидает отправки,,0.95,0.1,3447,C,True,0.0,3712.13,Супер-экспресс,Предоплата,False,0.0
840,Казань,Екатеринбург,1582,65,0.02,Электроника,Ратэк,69665.11,36.7,2023-02-27,Доставлен,3.0,0.91,0.8,6604,C,True,0.0,3847.63,Стандарт,50/50,False,0.0
841,Омск,Санкт-Петербург,319,2046,5.11,Стройматериалы,Деловые Линии,8039.85,20.54,2023-01-22,Доставлен,2.0,0.95,0.1,7120,C,True,0.0,923.24,Стандарт,Постоплата,False,0.0
842,Новосибирск,Екатеринбург,2753,2004,1.4,Продукты,Энергия,137904.23,32.81,2023-05-26,Доставлен,5.0,0.96,0.6,3210,B,False,2758.08,17821.0,Супер-экспресс,50/50,False,0.0
843,Москва,Санкт-Петербург,710,3233,1.29,Одежда,ПЭК,37823.86,41.42,2023-02-23,Доставлен,3.0,0.92,0.2,6059,C,False,0.0,3265.29,Супер-экспресс,50/50,False,0.0
844,Новосибирск,Казань,1021,3592,1.08,Электроника,Ратэк,31643.14,17.89,2023-10-10,Доставлен,2.0,0.91,0.8,5250,A,False,632.86,2166.18,Экспресс,Постоплата,False,0.0
845,Красноярск,Санкт-Петербург,216,63,0.02,Электроника,Грузовоз,14292.65,44.25,2023-06-26,Доставлен,1.0,0.9,0.8,3801,A,False,285.85,1891.53,Стандарт,Предоплата,True,0.0
846,Новосибирск,Нижний Новгород,693,3071,2.15,Продукты,Байкал Сервис,26008.32,26.35,2023-12-03,Доставлен,2.0,0.93,0.6,3938,B,True,0.0,2000.15,Экспресс,Предоплата,False,0.0
847,Санкт-Петербург,Екатеринбург,2200,4256,3.83,Мебель,ПЭК,163730.42,46.34,2023-12-17,Доставлен,3.0,0.92,0.5,9344,B,False,0.0,10698.0,Стандарт,50/50,False,0.0
848,Нижний Новгород,Самара,1685,515,0.21,Игрушки,Энергия,78798.26,36.08,2023-09-07,Доставлен,4.0,0.96,0.4,4939,B,True,0.0,6369.45,Экспресс,Предоплата,False,0.0
849,Нижний Новгород,Санкт-Петербург,2431,1047,0.42,Игрушки,Деловые Линии,88181.06,30.67,2023-06-27,Доставлен,5.0,0.95,0.4,5945,A,False,0.0,5778.81,Супер-экспресс,Постоплата,False,0.0
850,Екатеринбург,Новосибирск,1500,3175,3.49,Химия,Мэйджор,102137.63,31.44,2023-05-12,Доставлен,2.0,0.99,0.7,9911,B,True,2042.75,8872.96,Стандарт,Предоплата,False,0.0
851,Санкт-Петербург,Красноярск,430,4940,12.35,Стройматериалы,ПЭК,14230.79,24.81,2023-01-18,Доставлен,1.0,0.92,0.1,5609,A,True,0.0,2026.55,Экспресс,50/50,False,0.0
852,Ростов-на-Дону,Самара,1916,1034,0.52,Медицина,Мэйджор,73916.96,16.75,2023-02-23,Доставлен,2.0,0.99,0.9,6154,C,False,0.0,9358.36,Экспресс,Предоплата,False,0.0
853,Новосибирск,Самара,2563,4866,1.95,Одежда,Мэйджор,177268.31,45.04,2024-01-15,Доставлен,3.0,0.99,0.2,7534,A,False,3545.37,25349.57,Стандарт,Постоплата,False,0.0
854,Екатеринбург,Казань,1412,553,1.38,Стройматериалы,Деловые Линии,46960.96,41.5,2023-09-02,Доставлен,2.0,0.95,0.1,9427,C,True,0.0,6986.83,Супер-экспресс,50/50,False,0.0
855,Санкт-Петербург,Екатеринбург,2200,972,0.39,Игрушки,Деловые Линии,108651.55,47.41,2023-08-18,Доставлен,5.0,0.95,0.4,5349,C,False,2173.03,8246.84,Супер-экспресс,Постоплата,False,0.0
856,Самара,Новосибирск,975,1256,0.63,Медицина,ЖДД,34681.26,24.86,2023-06-26,В пути,,0.98,0.9,8230,A,True,0.0,4845.0,Стандарт,50/50,False,0.0
857,Челябинск,Новосибирск,1521,4844,2.91,Канцелярия,ЖДД,59782.12,30.79,2023-04-21,Доставлен,3.0,0.98,0.3,6393,C,True,0.0,6874.11,Экспресс,50/50,False,0.0
858,Нижний Новгород,Уфа,1962,1487,0.74,Медицина,Энергия,162451.68,44.92,2024-01-23,Доставлен,2.0,0.96,0.9,2473,C,True,3249.03,14585.19,Экспресс,Предоплата,True,0.0
859,Москва,Нижний Новгород,400,144,0.06,Одежда,ЖДД,17761.91,43.61,2023-11-07,Доставлен,3.0,0.98,0.2,2442,B,True,355.24,2177.76,Стандарт,Постоплата,False,0.0
860,Казань,Москва,800,1658,1.16,Продукты,ЖДД,22441.16,23.85,2023-04-13,Доставлен,2.0,0.98,0.6,1932,C,True,0.0,1236.6,Стандарт,Предоплата,False,17952.93
861,Самара,Красноярск,493,2999,1.8,Канцелярия,ПЭК,16171.07,23.22,2023-03-23,Доставлен,2.0,0.92,0.3,1852,B,True,0.0,2152.3,Супер-экспресс,Предоплата,False,0.0
862,Челябинск,Нижний Новгород,1329,3650,9.12,Стройматериалы,Грузовоз,34162.86,27.11,2023-12-04,Доставлен,3.0,0.9,0.1,1428,B,True,0.0,3532.15,Супер-экспресс,Предоплата,False,0.0
863,Санкт-Петербург,Уфа,885,522,0.37,Продукты,Деловые Линии,37793.49,32.16,2023-07-02,Доставлен,1.0,0.95,0.6,6184,A,True,755.87,3649.02,Экспресс,50/50,False,0.0
864,Санкт-Петербург,Уфа,1988,3579,1.07,Электроника,Деловые Линии,57107.3,15.65,2023-01-23,Доставлен,4.0,0.95,0.8,8603,B,False,1142.15,7218.15,Супер-экспресс,50/50,False,0.0
865,Москва,Омск,2806,3238,1.94,Канцелярия,Ратэк,51755.2,17.24,2023-05-24,Доставлен,7.0,0.91,0.3,8524,B,False,0.0,7634.31,Супер-экспресс,Постоплата,False,0.0
866,Екатеринбург,Новосибирск,1500,3166,3.8,Автозапчасти,Мэйджор,97727.06,37.55,2023-11-17,Доставлен,1.0,0.99,0.4,8418,B,False,0.0,7232.34,Стандарт,Предоплата,False,0.0
867,Казань,Екатеринбург,2468,4780,2.39,Медицина,Грузовоз,104149.32,25.66,2023-06-17,Доставлен,6.0,0.9,0.9,4835,C,True,0.0,13430.79,Супер-экспресс,50/50,False,0.0
868,Санкт-Петербург,Самара,1332,1785,0.71,Игрушки,ЖДД,34347.38,22.94,2023-01-08,Доставлен,2.0,0.98,0.4,5205,B,False,0.0,4584.63,Стандарт,Постоплата,False,0.0
869,Казань,Самара,2157,4496,4.05,Мебель,ПЭК,136933.59,41.59,2023-04-10,Доставлен,5.0,0.92,0.5,5845,A,False,2738.67,8044.12,Стандарт,Предоплата,False,0.0
870,Челябинск,Казань,276,1013,0.61,Канцелярия,Грузовоз,9949.37,31.6,2024-01-26,Доставлен,1.0,0.9,0.3,2677,A,True,0.0,1394.91,Стандарт,Предоплата,False,0.0
871,Омск,Казань,326,3298,3.63,Химия,Энергия,22082.4,28.46,2023-07-13,Доставлен,3.0,0.96,0.7,1696,B,True,0.0,1565.83,Экспресс,Постоплата,False,17665.92
872,Новосибирск,Челябинск,1978,1294,0.52,Одежда,Энергия,52358.89,23.59,2023-08-27,Доставлен,3.0,0.96,0.2,8783,C,False,0.0,3612.46,Стандарт,Предоплата,True,0.0
873,Нижний Новгород,Челябинск,2787,4084,2.86,Продукты,Грузовоз,132885.4,39.93,2023-10-29,Доставлен,6.0,0.9,0.6,2216,A,False,0.0,8622.2,Супер-экспресс,Предоплата,False,0.0
874,Ростов-на-Дону,Екатеринбург,933,3700,9.25,Стройматериалы,Энергия,26796.68,21.68,2023-01-28,Доставлен,1.0,0.96,0.1,6676,B,False,535.93,1703.95,Супер-экспресс,50/50,False,0.0
875,Нижний Новгород,Казань,2444,3655,9.14,Стройматериалы,Байкал Сервис,80119.74,38.13,2023-10-04,Доставлен,4.0,0.93,0.1,8374,C,False,1602.39,4276.83,Экспресс,50/50,True,0.0
876,Казань,Нижний Новгород,2050,1325,0.53,Игрушки,Мэйджор,113615.19,41.75,2023-10-26,В пути,,0.99,0.4,1273,A,True,2272.3,12479.95,Экспресс,50/50,False,0.0
877,Москва,Челябинск,808,4007,2.8,Продукты,ПЭК,22703.16,19.07,2023-10-22,Доставлен,1.0,0.92,0.6,1043,B,False,454.06,1831.5,Экспресс,50/50,False,0.0
878,Москва,Екатеринбург,1800,4637,3.25,Продукты,ЖДД,39409.09,16.93,2023-02-02,Доставлен,2.0,0.98,0.6,3294,C,True,788.18,5198.43,Стандарт,Постоплата,False,0.0
879,Москва,Санкт-Петербург,710,1120,1.23,Химия,Грузовоз,16123.43,16.56,2023-12-27,Доставлен,1.0,0.9,0.7,3614,A,False,322.47,2409.49,Супер-экспресс,50/50,True,0.0
